side,open_dt,open_price,close_dt,close_price,open_reason,close_reason,ret
short,2025-06-01 01:45:00,1.156e-05,2025-06-01 04:35:00,1.166e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.01065051903114189
long,2025-06-01 04:35:00,1.166e-05,2025-06-01 07:05:00,1.152e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.014006861063464824
short,2025-06-01 07:05:00,1.152e-05,2025-06-01 11:30:00,1.145e-05,CHoCH空信号开仓,CHoCH多信号平仓,0.0040763888888888395
long,2025-06-01 11:30:00,1.145e-05,2025-06-01 12:50:00,1.132e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.013353711790393017
short,2025-06-01 12:50:00,1.132e-05,2025-06-01 13:20:00,1.148e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.01613427561837466
long,2025-06-01 13:20:00,1.148e-05,2025-06-01 18:10:00,1.182e-05,CHoCH多信号开仓,CHoCH空信号平仓,0.027616724738676046
short,2025-06-01 18:10:00,1.182e-05,2025-06-01 20:40:00,1.182e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.002
long,2025-06-01 20:40:00,1.182e-05,2025-06-02 00:05:00,1.179e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.0045380710659898
short,2025-06-02 00:05:00,1.179e-05,2025-06-02 01:15:00,1.186e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.00793723494486853
long,2025-06-02 01:15:00,1.186e-05,2025-06-02 02:00:00,1.169e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.016333895446880242
short,2025-06-02 02:00:00,1.169e-05,2025-06-02 06:45:00,1.164e-05,CHoCH空信号开仓,CHoCH多信号平仓,0.0022771599657827064
long,2025-06-02 06:45:00,1.164e-05,2025-06-02 08:45:00,1.161e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.004577319587628857
short,2025-06-02 08:45:00,1.161e-05,2025-06-02 12:40:00,1.156e-05,CHoCH空信号开仓,CHoCH多信号平仓,0.0023066322136090518
long,2025-06-02 12:40:00,1.156e-05,2025-06-03 08:10:00,1.254e-05,CHoCH多信号开仓,CHoCH空信号平仓,0.08277508650519039
short,2025-06-03 08:10:00,1.254e-05,2025-06-03 09:40:00,1.261e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.007582137161084466
long,2025-06-03 09:40:00,1.261e-05,2025-06-03 12:05:00,1.255e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.006758128469468659
short,2025-06-03 12:05:00,1.255e-05,2025-06-03 12:50:00,1.264e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.009171314741035717
long,2025-06-03 12:50:00,1.264e-05,2025-06-03 14:15:00,1.254e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.009911392405063222
short,2025-06-03 14:15:00,1.254e-05,2025-06-03 15:00:00,1.29e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.030708133971291796
long,2025-06-03 15:00:00,1.29e-05,2025-06-03 20:20:00,1.255e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.029131782945736484
short,2025-06-03 20:20:00,1.255e-05,2025-06-04 01:05:00,1.238e-05,CHoCH空信号开仓,CHoCH多信号平仓,0.011545816733067761
long,2025-06-04 01:05:00,1.238e-05,2025-06-04 03:00:00,1.235e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.0044232633279482885
short,2025-06-04 03:00:00,1.235e-05,2025-06-04 03:20:00,1.246e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.010906882591092957
long,2025-06-04 03:20:00,1.246e-05,2025-06-04 07:40:00,1.237e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.00922311396468689
short,2025-06-04 07:40:00,1.237e-05,2025-06-04 08:25:00,1.249e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.011700889248181133
long,2025-06-04 08:25:00,1.249e-05,2025-06-04 11:35:00,1.235e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.013208967173738982
short,2025-06-04 11:35:00,1.235e-05,2025-06-04 13:35:00,1.235e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.002
long,2025-06-04 13:35:00,1.235e-05,2025-06-04 14:05:00,1.223e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.011716599190283448
short,2025-06-04 14:05:00,1.223e-05,2025-06-04 14:55:00,1.241e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.016717906786590353
long,2025-06-04 14:55:00,1.241e-05,2025-06-04 17:10:00,1.243e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.00038839645447219344
short,2025-06-04 17:10:00,1.243e-05,2025-06-05 01:00:00,1.193e-05,CHoCH空信号开仓,CHoCH多信号平仓,0.03822526146419958
long,2025-06-05 01:00:00,1.193e-05,2025-06-05 05:35:00,1.181e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.012058675607711565
short,2025-06-05 05:35:00,1.181e-05,2025-06-05 09:05:00,1.181e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.002
long,2025-06-05 09:05:00,1.181e-05,2025-06-05 10:25:00,1.168e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.01300762066045724
short,2025-06-05 10:25:00,1.168e-05,2025-06-05 12:20:00,1.187e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.018267123287671216
long,2025-06-05 12:20:00,1.187e-05,2025-06-05 14:20:00,1.146e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.036540859309182716
short,2025-06-05 14:20:00,1.146e-05,2025-06-05 15:30:00,1.168e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.021197207678883112
long,2025-06-05 15:30:00,1.168e-05,2025-06-05 16:20:00,1.129e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.03539041095890405
short,2025-06-05 16:20:00,1.129e-05,2025-06-05 21:35:00,1.062e-05,CHoCH空信号开仓,CHoCH多信号平仓,0.057344552701505735
long,2025-06-05 21:35:00,1.062e-05,2025-06-06 02:20:00,1.065e-05,CHoCH多信号开仓,CHoCH空信号平仓,0.0008248587570620653
short,2025-06-06 02:20:00,1.065e-05,2025-06-06 02:55:00,1.077e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.013267605633802802
long,2025-06-06 02:55:00,1.077e-05,2025-06-06 10:00:00,1.104e-05,CHoCH多信号开仓,CHoCH空信号平仓,0.0230696378830082
short,2025-06-06 10:00:00,1.104e-05,2025-06-06 12:35:00,1.12e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.016492753623188472
long,2025-06-06 12:35:00,1.12e-05,2025-06-06 16:45:00,1.119e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.0028928571428571397
short,2025-06-06 16:45:00,1.119e-05,2025-06-06 20:25:00,1.111e-05,CHoCH空信号开仓,CHoCH多信号平仓,0.005149240393208189
long,2025-06-06 20:25:00,1.111e-05,2025-06-06 22:10:00,1.105e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.007400540054005476
short,2025-06-06 22:10:00,1.105e-05,2025-06-07 00:45:00,1.114e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.010144796380090469
long,2025-06-07 00:45:00,1.114e-05,2025-06-07 08:10:00,1.15e-05,CHoCH多信号开仓,CHoCH空信号平仓,0.030315978456014303
short,2025-06-07 08:10:00,1.15e-05,2025-06-07 12:40:00,1.153e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.004608695652173809
long,2025-06-07 12:40:00,1.153e-05,2025-06-07 15:15:00,1.145e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.008938421509106618
short,2025-06-07 15:15:00,1.145e-05,2025-06-07 18:20:00,1.146e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.002873362445414916
long,2025-06-07 18:20:00,1.146e-05,2025-06-08 00:05:00,1.147e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.0011273996509599798
short,2025-06-08 00:05:00,1.147e-05,2025-06-08 01:35:00,1.152e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.0063591979075849885
long,2025-06-08 01:35:00,1.152e-05,2025-06-08 04:05:00,1.148e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.00547222222222221
short,2025-06-08 04:05:00,1.148e-05,2025-06-08 04:35:00,1.158e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.01071080139372804
long,2025-06-08 04:35:00,1.158e-05,2025-06-08 05:45:00,1.153e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.0063177892918825345
short,2025-06-08 05:45:00,1.153e-05,2025-06-08 08:35:00,1.15e-05,CHoCH空信号开仓,CHoCH多信号平仓,0.0006019080659149818
long,2025-06-08 08:35:00,1.15e-05,2025-06-08 09:20:00,1.14e-05,CHoCH多信号开仓,CHoCH空信号平仓,-0.010695652173913104
short,2025-06-08 09:20:00,1.14e-05,2025-06-08 11:05:00,1.143e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.00463157894736854
long,2025-06-08 11:05:00,1.143e-05,2025-06-08 14:35:00,1.156e-05,CHoCH多信号开仓,CHoCH空信号平仓,0.009373578302712017
short,2025-06-08 14:35:00,1.156e-05,2025-06-08 16:15:00,1.168e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.01238062283737018
long,2025-06-08 16:15:00,1.168e-05,2025-06-08 22:40:00,1.176e-05,CHoCH多信号开仓,CHoCH空信号平仓,0.004849315068493178
short,2025-06-08 22:40:00,1.176e-05,2025-06-09 06:40:00,1.152e-05,CHoCH空信号开仓,CHoCH多信号平仓,0.018408163265306032
long,2025-06-09 06:40:00,1.152e-05,2025-06-09 13:40:00,1.183e-05,CHoCH多信号开仓,CHoCH空信号平仓,0.02490972222222232
short,2025-06-09 13:40:00,1.183e-05,2025-06-09 16:35:00,1.195e-05,CHoCH空信号开仓,CHoCH多信号平仓,-0.012143702451394843
long,2025-06-09 16:35:00,1.195e-05,2025-06-09 19:45:00,1.199e-05,CHoCH多信号开仓,CHoCH空信号平仓,0.0013472803347280866
